fold,train_set,test_set,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,kappa,f1_macro,Model,Test_Lang,Features,col
2,bi_bikol_tagalog,tagalog_test,all,60.3774,0.626,0.604,0.19,0.407,0.6003333333333334,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,bi_bikol_tagalog,bikol_test,all,76.6667,0.767,0.767,0.139,0.6237,0.7346666666666666,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,bi_bikol_tagalog,cebuano_test,all,64.2857,0.624,0.643,0.181,0.4488,0.599,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,bi_bikol_tagalog,tagalog_test,xlmr,60.3774,0.622,0.604,0.188,0.4077,0.6,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,bi_bikol_tagalog,bikol_test,xlmr,70.0,0.715,0.7,0.153,0.5238,0.641,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,bi_bikol_tagalog,cebuano_test,xlmr,64.2857,0.619,0.643,0.197,0.4318,0.5163333333333334,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,bi_bikol_tagalog,tagalog_test,all_xlmr,62.2642,0.659,0.623,0.175,0.4383,0.6173333333333333,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,bi_bikol_tagalog,bikol_test,all_xlmr,66.6667,0.698,0.667,0.159,0.4792,0.6143333333333333,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,bi_bikol_tagalog,cebuano_test,all_xlmr,64.2857,0.62,0.643,0.198,0.4337,0.541,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,bi_cebuano_bikol,tagalog_test,mbert,47.1698,0.66,0.472,0.258,0.2131,0.3923333333333333,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
2,bi_cebuano_bikol,bikol_test,mbert,73.3333,0.725,0.733,0.169,0.558,0.6609999999999999,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
2,bi_cebuano_bikol,cebuano_test,mbert,72.8571,0.714,0.729,0.175,0.5584,0.6863333333333334,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng
2,bi_cebuano_bikol,tagalog_test,all,47.1698,0.644,0.472,0.265,0.2039,0.4126666666666667,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,bi_cebuano_bikol,bikol_test,all,73.3333,0.754,0.733,0.156,0.5676,0.6836666666666668,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,bi_cebuano_bikol,cebuano_test,all,72.8571,0.723,0.729,0.177,0.5576,0.6903333333333332,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,bi_cebuano_bikol,tagalog_test,xlmr,49.0566,0.543,0.491,0.245,0.2368,0.452,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,bi_cebuano_bikol,bikol_test,xlmr,86.6667,0.884,0.867,0.107,0.774,0.7943333333333333,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,bi_cebuano_bikol,cebuano_test,xlmr,78.5714,0.779,0.786,0.115,0.6615,0.757,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,bi_cebuano_bikol,tagalog_test,all_xlmr,45.283,0.489,0.453,0.262,0.1833,0.401,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,bi_cebuano_bikol,bikol_test,all_xlmr,86.6667,0.896,0.867,0.117,0.7753,0.8416666666666667,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,bi_cebuano_bikol,cebuano_test,all_xlmr,81.4286,0.81,0.814,0.106,0.7061,0.7966666666666667,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,bi_tagalog_cebuano,tagalog_test,mbert,58.4906,0.6,0.585,0.22,0.3663,0.5733333333333334,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng
2,bi_tagalog_cebuano,bikol_test,mbert,53.3333,0.742,0.533,0.144,0.3488,0.5323333333333333,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng
2,bi_tagalog_cebuano,cebuano_test,mbert,72.8571,0.743,0.729,0.148,0.5728,0.7166666666666667,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng
2,bi_tagalog_cebuano,tagalog_test,all,62.2642,0.645,0.623,0.198,0.4273,0.618,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,bi_tagalog_cebuano,bikol_test,all,53.3333,0.726,0.533,0.156,0.3427,0.5323333333333333,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,bi_tagalog_cebuano,cebuano_test,all,71.4286,0.734,0.714,0.154,0.5521,0.7063333333333334,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,bi_tagalog_cebuano,tagalog_test,xlmr,56.6038,0.578,0.566,0.211,0.3488,0.5596666666666666,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,bi_tagalog_cebuano,bikol_test,xlmr,50.0,0.553,0.5,0.246,0.2424,0.4586666666666667,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,bi_tagalog_cebuano,cebuano_test,xlmr,68.5714,0.691,0.686,0.162,0.5088,0.6646666666666666,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,bi_tagalog_cebuano,tagalog_test,all_xlmr,58.4906,0.612,0.585,0.197,0.3804,0.5806666666666667,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,bi_tagalog_cebuano,bikol_test,all_xlmr,56.6667,0.603,0.567,0.207,0.35,0.5343333333333333,CEB+TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,bi_tagalog_cebuano,cebuano_test,all_xlmr,68.5714,0.691,0.686,0.162,0.5088,0.6646666666666666,CEB+TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,all_languages,tagalog_test,mbert,58.4906,0.583,0.585,0.221,0.3697,0.5873333333333334,ALL,TGL,mBERT Embdng,TGL | mBERT Embdng
2,all_languages,bikol_test,mbert,80.0,0.804,0.8,0.11,0.6842,0.7966666666666665,ALL,BCL,mBERT Embdng,BCL | mBERT Embdng
2,all_languages,cebuano_test,mbert,70.0,0.704,0.7,0.166,0.5238,0.6739999999999999,ALL,CEB,mBERT Embdng,CEB | mBERT Embdng
2,all_languages,tagalog_test,all,64.1509,0.642,0.642,0.189,0.4557,0.6403333333333333,ALL,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,all_languages,bikol_test,all,86.6667,0.878,0.867,0.062,0.7895,0.8540000000000001,ALL,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,all_languages,cebuano_test,all,71.4286,0.725,0.714,0.161,0.546,0.6936666666666667,ALL,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,all_languages,tagalog_test,xlmr,60.3774,0.604,0.604,0.197,0.3987,0.5870000000000001,ALL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,all_languages,bikol_test,xlmr,80.0,0.798,0.8,0.133,0.6721,0.7709999999999999,ALL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,all_languages,cebuano_test,xlmr,78.5714,0.777,0.786,0.123,0.658,0.754,ALL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,all_languages,tagalog_test,all_xlmr,62.2642,0.62,0.623,0.192,0.4249,0.6,ALL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,all_languages,bikol_test,all_xlmr,86.6667,0.863,0.867,0.084,0.7814,0.8243333333333333,ALL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,all_languages,cebuano_test,all_xlmr,75.7143,0.756,0.757,0.136,0.6149,0.7343333333333333,ALL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
3,mono_tagalog,tagalog_test,mbert,39.6226,0.406,0.396,0.33,0.0737,0.399,TGL,TGL,mBERT Embdng,TGL | mBERT Embdng
3,mono_tagalog,bikol_test,mbert,50.0,0.553,0.5,0.233,0.255,0.478,TGL,BCL,mBERT Embdng,BCL | mBERT Embdng
3,mono_tagalog,cebuano_test,mbert,42.8571,0.477,0.429,0.283,0.145,0.4353333333333333,TGL,CEB,mBERT Embdng,CEB | mBERT Embdng
3,mono_tagalog,tagalog_test,all,39.6226,0.404,0.396,0.329,0.0712,0.3893333333333333,TGL,TGL,ALL (mBERT),TGL | ALL (mBERT)
3,mono_tagalog,bikol_test,all,60.0,0.642,0.6,0.191,0.3939,0.5826666666666667,TGL,BCL,ALL (mBERT),BCL | ALL (mBERT)
3,mono_tagalog,cebuano_test,all,44.2857,0.474,0.443,0.291,0.153,0.445,TGL,CEB,ALL (mBERT),CEB | ALL (mBERT)
3,mono_tagalog,tagalog_test,xlmr,49.0566,0.484,0.491,0.27,0.2185,0.4686666666666666,TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
3,mono_tagalog,bikol_test,xlmr,53.3333,0.472,0.533,0.273,0.2446,0.411,TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
3,mono_tagalog,cebuano_test,xlmr,37.1429,0.42,0.371,0.264,0.0973,0.3389999999999999,TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
3,mono_tagalog,tagalog_test,all_xlmr,50.9434,0.501,0.509,0.26,0.2474,0.485,TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
3,mono_tagalog,bikol_test,all_xlmr,56.6667,0.488,0.567,0.26,0.2935,0.4356666666666666,TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
3,mono_tagalog,cebuano_test,all_xlmr,37.1429,0.378,0.371,0.299,0.074,0.346,TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
3,mono_bikol,tagalog_test,mbert,30.1887,0.0,0.302,0.265,0.0373,0.204,BCL,TGL,mBERT Embdng,TGL | mBERT Embdng
3,mono_bikol,bikol_test,mbert,66.6667,0.0,0.667,0.218,0.4465,0.494,BCL,BCL,mBERT Embdng,BCL | mBERT Embdng
3,mono_bikol,cebuano_test,mbert,65.7143,0.618,0.657,0.214,0.4537,0.6026666666666667,BCL,CEB,mBERT Embdng,CEB | mBERT Embdng
3,mono_bikol,tagalog_test,all,37.7358,0.0,0.377,0.247,0.1259,0.2956666666666667,BCL,TGL,ALL (mBERT),TGL | ALL (mBERT)
3,mono_bikol,bikol_test,all,70.0,0.0,0.7,0.198,0.5,0.5183333333333334,BCL,BCL,ALL (mBERT),BCL | ALL (mBERT)
3,mono_bikol,cebuano_test,all,61.4286,0.578,0.614,0.245,0.3815,0.566,BCL,CEB,ALL (mBERT),CEB | ALL (mBERT)
3,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,0.1393333333333333,BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
3,mono_bikol,bikol_test,xlmr,76.6667,0.733,0.767,0.137,0.6196,0.6463333333333333,BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
3,mono_bikol,cebuano_test,xlmr,62.8571,0.644,0.629,0.283,0.3692,0.5263333333333333,BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
3,mono_bikol,tagalog_test,all_xlmr,28.3019,0.0,0.283,0.257,0.0228,0.173,BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
3,mono_bikol,bikol_test,all_xlmr,80.0,0.84,0.8,0.128,0.6709,0.6736666666666666,BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
3,mono_bikol,cebuano_test,all_xlmr,62.8571,0.644,0.629,0.283,0.3692,0.5263333333333333,BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
3,mono_cebuano,tagalog_test,mbert,45.283,0.473,0.453,0.316,0.1399,0.397,CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
3,mono_cebuano,bikol_test,mbert,53.3333,0.71,0.533,0.215,0.3069,0.4686666666666666,CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
3,mono_cebuano,cebuano_test,mbert,68.5714,0.679,0.686,0.169,0.5021,0.651,CEB,CEB,mBERT Embdng,CEB | mBERT Embdng
3,mono_cebuano,tagalog_test,all,47.1698,0.504,0.472,0.306,0.1686,0.4116666666666667,CEB,TGL,ALL (mBERT),TGL | ALL (mBERT)
3,mono_cebuano,bikol_test,all,56.6667,0.737,0.567,0.185,0.3669,0.5086666666666667,CEB,BCL,ALL (mBERT),BCL | ALL (mBERT)
3,mono_cebuano,cebuano_test,all,65.7143,0.649,0.657,0.188,0.454,0.6156666666666667,CEB,CEB,ALL (mBERT),CEB | ALL (mBERT)
3,mono_cebuano,tagalog_test,xlmr,43.3962,0.456,0.434,0.306,0.1297,0.4173333333333333,CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng
3,mono_cebuano,bikol_test,xlmr,46.6667,0.673,0.467,0.276,0.1878,0.4063333333333332,CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng
3,mono_cebuano,cebuano_test,xlmr,60.0,0.624,0.6,0.195,0.3794,0.5773333333333334,CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng
3,mono_cebuano,tagalog_test,all_xlmr,43.3962,0.45,0.434,0.31,0.1273,0.417,CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
3,mono_cebuano,bikol_test,all_xlmr,46.6667,0.673,0.467,0.276,0.1878,0.4063333333333332,CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
3,mono_cebuano,cebuano_test,all_xlmr,60.0,0.635,0.6,0.197,0.3813,0.586,CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
3,bi_bikol_tagalog,tagalog_test,mbert,47.1698,0.468,0.472,0.279,0.1978,0.471,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng
3,bi_bikol_tagalog,bikol_test,mbert,63.3333,0.567,0.633,0.203,0.4065,0.489,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng
3,bi_bikol_tagalog,cebuano_test,mbert,65.7143,0.662,0.657,0.161,0.4799,0.6316666666666667,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng
3,bi_bikol_tagalog,tagalog_test,all,45.283,0.451,0.453,0.289,0.1696,0.4553333333333333,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT)
3,bi_bikol_tagalog,bikol_test,all,63.3333,0.567,0.633,0.203,0.4065,0.489,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT)
3,bi_bikol_tagalog,cebuano_test,all,65.7143,0.645,0.657,0.184,0.4672,0.6293333333333333,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT)
3,bi_bikol_tagalog,tagalog_test,xlmr,56.6038,0.573,0.566,0.225,0.3407,0.5626666666666668,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
3,bi_bikol_tagalog,bikol_test,xlmr,73.3333,0.697,0.733,0.145,0.5722,0.6226666666666667,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
3,bi_bikol_tagalog,cebuano_test,xlmr,54.2857,0.509,0.543,0.247,0.2987,0.5003333333333333,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
3,bi_bikol_tagalog,tagalog_test,all_xlmr,58.4906,0.587,0.585,0.219,0.3687,0.5853333333333334,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
3,bi_bikol_tagalog,bikol_test,all_xlmr,73.3333,0.629,0.733,0.151,0.5652,0.565,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
3,bi_bikol_tagalog,cebuano_test,all_xlmr,51.4286,0.483,0.514,0.274,0.2459,0.4813333333333333,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
3,bi_cebuano_bikol,tagalog_test,mbert,37.7358,0.488,0.377,0.321,0.0571,0.3486666666666667,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
3,bi_cebuano_bikol,bikol_test,mbert,80.0,0.829,0.8,0.128,0.678,0.771,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
