fold,train_set,test_set,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,kappa,Model,Test_Lang,Features,col,f1_macro
1,mono_cebuano,tagalog_test,trad,43.3962,0.407,0.434,0.298,0.1387,CEB,TGL,TRAD,TGL | TRAD,0.37566666666666665
1,mono_cebuano,bikol_test,trad,56.6667,0.753,0.567,0.188,0.3689,CEB,BCL,TRAD,BCL | TRAD,0.5179999999999999
1,mono_cebuano,cebuano_test,trad,68.5714,0.703,0.686,0.145,0.5154,CEB,CEB,TRAD,CEB | TRAD,0.6656666666666666
1,mono_cebuano,tagalog_test,trad_clgsngo,49.0566,0.518,0.491,0.266,0.2248,CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.426
1,mono_cebuano,bikol_test,trad_clgsngo,60.0,0.765,0.6,0.168,0.4146,CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.5609999999999999
1,mono_cebuano,cebuano_test,trad_clgsngo,74.2857,0.743,0.743,0.124,0.5959,CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.7096666666666667
1,mono_cebuano,tagalog_test,mbert,26.4151,0.191,0.264,0.393,-0.1246,CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.20566666666666666
1,mono_cebuano,bikol_test,mbert,36.6667,0.786,0.367,0.149,0.1667,CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.36800000000000005
1,mono_cebuano,cebuano_test,mbert,64.2857,0.648,0.643,0.179,0.4358,CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.6026666666666667
1,mono_cebuano,tagalog_test,all,32.0755,0.35,0.321,0.364,-0.0381,CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.27466666666666667
1,mono_cebuano,bikol_test,all,36.6667,0.69,0.367,0.165,0.1703,CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.36366666666666664
1,mono_cebuano,cebuano_test,all,72.8571,0.728,0.729,0.129,0.5699,CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.684
1,mono_cebuano,tagalog_test,xlmr,32.0755,0.556,0.321,0.333,-0.0095,CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.2816666666666667
1,mono_cebuano,bikol_test,xlmr,60.0,0.776,0.6,0.131,0.4258,CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.5823333333333333
1,mono_cebuano,cebuano_test,xlmr,64.2857,0.63,0.643,0.193,0.4296,CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.5923333333333334
1,mono_cebuano,tagalog_test,all_xlmr,26.4151,0.283,0.264,0.368,-0.096,CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.257
1,mono_cebuano,bikol_test,all_xlmr,66.6667,0.804,0.667,0.117,0.5169,CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.6503333333333333
1,mono_cebuano,cebuano_test,all_xlmr,65.7143,0.64,0.657,0.186,0.4545,CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.6043333333333334
1,bi_bikol_tagalog,tagalog_test,trad,47.1698,0.475,0.472,0.258,0.2098,TGL+BCL,TGL,TRAD,TGL | TRAD,0.4623333333333333
1,bi_bikol_tagalog,bikol_test,trad,60.0,0.555,0.6,0.253,0.337,TGL+BCL,BCL,TRAD,BCL | TRAD,0.46799999999999997
1,bi_bikol_tagalog,cebuano_test,trad,47.1429,0.512,0.471,0.348,0.1458,TGL+BCL,CEB,TRAD,CEB | TRAD,0.47666666666666674
1,bi_bikol_tagalog,tagalog_test,trad_clgsngo,54.717,0.546,0.547,0.228,0.3154,TGL+BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.5313333333333333
1,bi_bikol_tagalog,bikol_test,trad_clgsngo,70.0,0.611,0.7,0.22,0.4828,TGL+BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.5226666666666667
1,bi_bikol_tagalog,cebuano_test,trad_clgsngo,51.4286,0.517,0.514,0.347,0.1759,TGL+BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.45733333333333337
1,bi_bikol_tagalog,tagalog_test,mbert,45.283,0.438,0.453,0.281,0.1728,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.435
1,bi_bikol_tagalog,bikol_test,mbert,66.6667,0.713,0.667,0.252,0.4286,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5796666666666667
1,bi_bikol_tagalog,cebuano_test,mbert,67.1429,0.0,0.671,0.218,0.4513,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.5023333333333334
1,bi_bikol_tagalog,tagalog_test,all,49.0566,0.5,0.491,0.269,0.2248,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.4796666666666667
1,bi_bikol_tagalog,bikol_test,all,73.3333,0.0,0.733,0.194,0.5429,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.535
1,bi_bikol_tagalog,cebuano_test,all,64.2857,0.619,0.643,0.302,0.371,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.515
1,bi_bikol_tagalog,tagalog_test,xlmr,47.1698,0.517,0.472,0.289,0.1908,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.4796666666666667
1,bi_bikol_tagalog,bikol_test,xlmr,63.3333,0.565,0.633,0.236,0.3855,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.48
1,bi_bikol_tagalog,cebuano_test,xlmr,60.0,0.437,0.6,0.297,0.3089,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.44333333333333336
1,bi_bikol_tagalog,tagalog_test,all_xlmr,52.8302,0.53,0.528,0.251,0.2791,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.5083333333333333
1,bi_bikol_tagalog,bikol_test,all_xlmr,66.6667,0.0,0.667,0.252,0.422,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.48666666666666664
1,bi_bikol_tagalog,cebuano_test,all_xlmr,60.0,0.524,0.6,0.307,0.299,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.44766666666666666
1,bi_cebuano_bikol,tagalog_test,trad,41.5094,0.352,0.415,0.29,0.1214,BCL+CEB,TGL,TRAD,TGL | TRAD,0.3423333333333333
1,bi_cebuano_bikol,bikol_test,trad,70.0,0.603,0.7,0.21,0.4886,BCL+CEB,BCL,TRAD,BCL | TRAD,0.5219999999999999
1,bi_cebuano_bikol,cebuano_test,trad,71.4286,0.713,0.714,0.191,0.5267,BCL+CEB,CEB,TRAD,CEB | TRAD,0.6583333333333333
1,bi_cebuano_bikol,tagalog_test,trad_clgsngo,41.5094,0.352,0.415,0.293,0.1195,BCL+CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.3416666666666666
1,bi_cebuano_bikol,bikol_test,trad_clgsngo,70.0,0.679,0.7,0.21,0.4944,BCL+CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.6006666666666667
1,bi_cebuano_bikol,cebuano_test,trad_clgsngo,74.2857,0.731,0.743,0.156,0.5817,BCL+CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.6903333333333332
1,bi_cebuano_bikol,tagalog_test,mbert,37.7358,0.359,0.377,0.295,0.0804,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.35366666666666663
1,bi_cebuano_bikol,bikol_test,mbert,70.0,0.674,0.7,0.178,0.5109,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.596
1,bi_cebuano_bikol,cebuano_test,mbert,68.5714,0.665,0.686,0.184,0.4894,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.618
1,bi_cebuano_bikol,tagalog_test,all,30.1887,0.284,0.302,0.35,-0.0442,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.29466666666666663
1,bi_cebuano_bikol,bikol_test,all,70.0,0.0,0.7,0.223,0.4828,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.511
1,bi_cebuano_bikol,cebuano_test,all,74.2857,0.735,0.743,0.148,0.585,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.6996666666666668
1,bi_cebuano_bikol,tagalog_test,xlmr,28.3019,0.0,0.283,0.283,0.0,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.147
1,bi_cebuano_bikol,bikol_test,xlmr,70.0,0.687,0.7,0.191,0.5028,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.5986666666666667
1,bi_cebuano_bikol,cebuano_test,xlmr,68.5714,0.659,0.686,0.204,0.4825,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.6263333333333333
1,bi_cebuano_bikol,tagalog_test,all_xlmr,26.4151,0.0,0.264,0.309,-0.0408,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.16766666666666666
1,bi_cebuano_bikol,bikol_test,all_xlmr,73.3333,0.0,0.733,0.194,0.5429,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.535
1,bi_cebuano_bikol,cebuano_test,all_xlmr,64.2857,0.594,0.643,0.218,0.4092,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.5506666666666666
1,bi_tagalog_cebuano,tagalog_test,trad,45.283,0.418,0.453,0.278,0.1745,CEB+TGL,TGL,TRAD,TGL | TRAD,0.41300000000000003
1,bi_tagalog_cebuano,bikol_test,trad,56.6667,0.607,0.567,0.21,0.3596,CEB+TGL,BCL,TRAD,BCL | TRAD,0.5276666666666666
1,bi_tagalog_cebuano,cebuano_test,trad,71.4286,0.735,0.714,0.129,0.5584,CEB+TGL,CEB,TRAD,CEB | TRAD,0.6973333333333334
1,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,47.1698,0.458,0.472,0.261,0.2064,CEB+TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.43766666666666665
1,bi_tagalog_cebuano,bikol_test,trad_clgsngo,60.0,0.669,0.6,0.191,0.397,CEB+TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.5599999999999999
1,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,65.7143,0.69,0.657,0.159,0.471,CEB+TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.6433333333333334
1,bi_tagalog_cebuano,tagalog_test,mbert,60.3774,0.601,0.604,0.209,0.3958,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.5823333333333333
1,bi_tagalog_cebuano,bikol_test,mbert,50.0,0.608,0.5,0.196,0.2754,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.4883333333333333
1,bi_tagalog_cebuano,cebuano_test,mbert,70.0,0.698,0.7,0.158,0.5246,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.668
1,bi_tagalog_cebuano,tagalog_test,all,50.9434,0.515,0.509,0.246,0.2599,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.49133333333333334
1,bi_tagalog_cebuano,bikol_test,all,36.6667,0.539,0.367,0.21,0.1324,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.37166666666666665
1,bi_tagalog_cebuano,cebuano_test,all,75.7143,0.758,0.757,0.116,0.6149,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.7123333333333334
1,bi_tagalog_cebuano,tagalog_test,xlmr,45.283,0.456,0.453,0.29,0.1656,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.43533333333333335
1,bi_tagalog_cebuano,bikol_test,xlmr,53.3333,0.716,0.533,0.194,0.3137,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.5053333333333333
1,bi_tagalog_cebuano,cebuano_test,xlmr,62.8571,0.632,0.629,0.185,0.414,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.5873333333333334
1,bi_tagalog_cebuano,tagalog_test,all_xlmr,49.0566,0.488,0.491,0.266,0.2265,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.48233333333333334
1,bi_tagalog_cebuano,bikol_test,all_xlmr,56.6667,0.749,0.567,0.175,0.372,CEB+TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.5333333333333333
1,bi_tagalog_cebuano,cebuano_test,all_xlmr,70.0,0.695,0.7,0.159,0.5218,CEB+TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.6636666666666666
1,all_languages,tagalog_test,trad,45.283,0.407,0.453,0.275,0.1745,ALL,TGL,TRAD,TGL | TRAD,0.40700000000000003
1,all_languages,bikol_test,trad,60.0,0.532,0.6,0.256,0.337,ALL,BCL,TRAD,BCL | TRAD,0.454
1,all_languages,cebuano_test,trad,74.2857,0.736,0.743,0.134,0.5906,ALL,CEB,TRAD,CEB | TRAD,0.7076666666666668
1,all_languages,tagalog_test,trad_clgsngo,45.283,0.423,0.453,0.278,0.1728,ALL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.4166666666666667
1,all_languages,bikol_test,trad_clgsngo,66.6667,0.602,0.667,0.227,0.435,ALL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.5093333333333333
1,all_languages,cebuano_test,trad_clgsngo,71.4286,0.712,0.714,0.154,0.544,ALL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.6786666666666666
1,all_languages,tagalog_test,mbert,39.6226,0.387,0.396,0.31,0.0872,ALL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.38266666666666665
1,all_languages,bikol_test,mbert,70.0,0.695,0.7,0.178,0.5161,ALL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.6453333333333333
1,all_languages,cebuano_test,mbert,67.1429,0.643,0.671,0.194,0.4633,ALL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.6086666666666667
1,all_languages,tagalog_test,all,50.9434,0.501,0.509,0.252,0.2567,ALL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.4756666666666667
1,all_languages,bikol_test,all,70.0,0.685,0.7,0.191,0.5055,ALL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5976666666666667
1,all_languages,cebuano_test,all,70.0,0.677,0.7,0.18,0.5126,ALL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.637
1,all_languages,tagalog_test,xlmr,43.3962,0.412,0.434,0.292,0.1461,ALL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.4076666666666667
1,all_languages,bikol_test,xlmr,70.0,0.0,0.7,0.213,0.4886,ALL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.5096666666666666
1,all_languages,cebuano_test,xlmr,70.0,0.683,0.7,0.187,0.5103,ALL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.6376666666666667
1,all_languages,tagalog_test,all_xlmr,41.5094,0.407,0.415,0.302,0.1176,ALL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.4123333333333334
1,all_languages,bikol_test,all_xlmr,66.6667,0.641,0.667,0.207,0.4536,ALL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.5723333333333334
1,all_languages,cebuano_test,all_xlmr,70.0,0.675,0.7,0.172,0.5177,ALL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.6433333333333333
2,mono_tagalog,tagalog_test,trad,67.9245,0.664,0.679,0.165,0.5085,TGL,TGL,TRAD,TGL | TRAD,0.642
2,mono_tagalog,bikol_test,trad,36.6667,0.0,0.367,0.215,0.1441,TGL,BCL,TRAD,BCL | TRAD,0.3136666666666667
2,mono_tagalog,cebuano_test,trad,41.4286,0.537,0.414,0.258,0.1589,TGL,CEB,TRAD,CEB | TRAD,0.43933333333333335
2,mono_tagalog,tagalog_test,trad_clgsngo,62.2642,0.63,0.623,0.211,0.414,TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.5830000000000001
2,mono_tagalog,bikol_test,trad_clgsngo,43.3333,0.0,0.433,0.202,0.2202,TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.3626666666666667
2,mono_tagalog,cebuano_test,trad_clgsngo,41.4286,0.517,0.414,0.264,0.1531,TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.439
2,mono_tagalog,tagalog_test,mbert,56.6038,0.563,0.566,0.234,0.3313,TGL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.5336666666666666
2,mono_tagalog,bikol_test,mbert,23.3333,0.364,0.233,0.269,-0.0268,TGL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.2356666666666667
2,mono_tagalog,cebuano_test,mbert,45.7143,0.567,0.457,0.271,0.1744,TGL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.451
2,mono_tagalog,tagalog_test,all,58.4906,0.589,0.585,0.227,0.3583,TGL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.551
2,mono_tagalog,bikol_test,all,23.3333,0.309,0.233,0.224,0.0043,TGL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.20066666666666666
2,mono_tagalog,cebuano_test,all,40.0,0.497,0.4,0.294,0.1184,TGL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.4283333333333333
2,mono_tagalog,tagalog_test,xlmr,62.2642,0.646,0.623,0.208,0.416,TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.581
2,mono_tagalog,bikol_test,xlmr,36.6667,0.778,0.367,0.139,0.1845,TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.36999999999999994
2,mono_tagalog,cebuano_test,xlmr,35.7143,0.542,0.357,0.276,0.073,TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.32666666666666666
2,mono_tagalog,tagalog_test,all_xlmr,66.0377,0.691,0.66,0.193,0.4744,TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.6453333333333333
2,mono_tagalog,bikol_test,all_xlmr,26.6667,0.449,0.267,0.232,0.0308,TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.259
2,mono_tagalog,cebuano_test,all_xlmr,35.7143,0.511,0.357,0.281,0.0566,TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.3413333333333333
2,mono_bikol,tagalog_test,trad,50.9434,0.367,0.509,0.2,0.2955,BCL,TGL,TRAD,TGL | TRAD,0.4296666666666667
2,mono_bikol,bikol_test,trad,70.0,0.678,0.7,0.198,0.4944,BCL,BCL,TRAD,BCL | TRAD,0.5876666666666667
2,mono_bikol,cebuano_test,trad,64.2857,0.65,0.643,0.289,0.3812,BCL,CEB,TRAD,CEB | TRAD,0.5523333333333333
2,mono_bikol,tagalog_test,trad_clgsngo,49.0566,0.361,0.491,0.211,0.2662,BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.4183333333333334
2,mono_bikol,bikol_test,trad_clgsngo,73.3333,0.725,0.733,0.169,0.558,BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.6609999999999999
2,mono_bikol,cebuano_test,trad_clgsngo,62.8571,0.703,0.629,0.316,0.3467,BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.5326666666666666
2,mono_bikol,tagalog_test,mbert,26.4151,0.0,0.264,0.264,0.0,BCL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.13933333333333334
2,mono_bikol,bikol_test,mbert,73.3333,0.763,0.733,0.204,0.548,BCL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.6906666666666667
2,mono_bikol,cebuano_test,mbert,58.5714,0.719,0.586,0.345,0.2653,BCL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.44366666666666665
2,mono_bikol,tagalog_test,all,30.1887,0.0,0.302,0.254,0.0443,BCL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.20666666666666667
2,mono_bikol,bikol_test,all,70.0,0.741,0.7,0.223,0.4857,BCL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.601
2,mono_bikol,cebuano_test,all,64.2857,0.759,0.643,0.294,0.381,BCL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.5183333333333333
2,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.13933333333333334
2,mono_bikol,bikol_test,xlmr,70.0,0.0,0.7,0.233,0.4737,BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.505
2,mono_bikol,cebuano_test,xlmr,61.4286,0.0,0.614,0.32,0.3245,BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.4666666666666666
2,mono_bikol,tagalog_test,all_xlmr,26.4151,0.0,0.264,0.264,0.0,BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.13933333333333334
2,mono_bikol,bikol_test,all_xlmr,76.6667,0.804,0.767,0.184,0.5977,BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.6546666666666666
2,mono_bikol,cebuano_test,all_xlmr,60.0,0.0,0.6,0.332,0.2955,BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.4486666666666667
2,mono_cebuano,tagalog_test,trad,49.0566,0.471,0.491,0.267,0.218,CEB,TGL,TRAD,TGL | TRAD,0.4246666666666667
2,mono_cebuano,bikol_test,trad,46.6667,0.562,0.467,0.218,0.2417,CEB,BCL,TRAD,BCL | TRAD,0.4403333333333333
2,mono_cebuano,cebuano_test,trad,82.8571,0.827,0.829,0.084,0.7303,CEB,CEB,TRAD,CEB | TRAD,0.802
2,mono_cebuano,tagalog_test,trad_clgsngo,45.283,0.476,0.453,0.275,0.171,CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.401
2,mono_cebuano,bikol_test,trad_clgsngo,50.0,0.615,0.5,0.198,0.2857,CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.48133333333333334
2,mono_cebuano,cebuano_test,trad_clgsngo,85.7143,0.857,0.857,0.067,0.7762,CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.8363333333333333
2,mono_cebuano,tagalog_test,mbert,39.6226,0.413,0.396,0.324,0.0697,CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.37333333333333335
2,mono_cebuano,bikol_test,mbert,50.0,0.744,0.5,0.19,0.2718,CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.427
2,mono_cebuano,cebuano_test,mbert,78.5714,0.788,0.786,0.136,0.6546,CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.7403333333333334
2,mono_cebuano,tagalog_test,all,43.3962,0.417,0.434,0.291,0.141,CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.41133333333333333
2,mono_cebuano,bikol_test,all,40.0,0.643,0.4,0.178,0.1855,CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.403
2,mono_cebuano,cebuano_test,all,78.5714,0.791,0.786,0.136,0.6561,CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.751
2,mono_cebuano,tagalog_test,xlmr,35.8491,0.436,0.358,0.294,0.0654,CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.3426666666666667
2,mono_cebuano,bikol_test,xlmr,60.0,0.675,0.6,0.163,0.4059,CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.5760000000000001
2,mono_cebuano,cebuano_test,xlmr,75.7143,0.743,0.757,0.149,0.607,CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.711
2,mono_cebuano,tagalog_test,all_xlmr,43.3962,0.508,0.434,0.267,0.1671,CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.44333333333333336
2,mono_cebuano,bikol_test,all_xlmr,56.6667,0.662,0.567,0.157,0.381,CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.5539999999999999
2,mono_cebuano,cebuano_test,all_xlmr,78.5714,0.788,0.786,0.144,0.6528,CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.7436666666666666
2,bi_bikol_tagalog,tagalog_test,trad,62.2642,0.659,0.623,0.175,0.4371,TGL+BCL,TGL,TRAD,TGL | TRAD,0.5943333333333333
2,bi_bikol_tagalog,bikol_test,trad,73.3333,0.779,0.733,0.114,0.596,TGL+BCL,BCL,TRAD,BCL | TRAD,0.7303333333333333
2,bi_bikol_tagalog,cebuano_test,trad,52.8571,0.549,0.529,0.306,0.2406,TGL+BCL,CEB,TRAD,CEB | TRAD,0.5273333333333333
2,bi_bikol_tagalog,tagalog_test,trad_clgsngo,62.2642,0.617,0.623,0.181,0.4329,TGL+BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.5963333333333333
2,bi_bikol_tagalog,bikol_test,trad_clgsngo,80.0,0.8,0.8,0.123,0.6774,TGL+BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.7946666666666666
2,bi_bikol_tagalog,cebuano_test,trad_clgsngo,55.7143,0.574,0.557,0.302,0.2735,TGL+BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.5413333333333333
2,bi_bikol_tagalog,tagalog_test,mbert,52.8302,0.536,0.528,0.234,0.2914,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.5136666666666666
2,bi_bikol_tagalog,bikol_test,mbert,66.6667,0.702,0.667,0.252,0.435,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.6389999999999999
2,bi_bikol_tagalog,cebuano_test,mbert,62.8571,0.554,0.629,0.268,0.3726,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.5016666666666667
2,bi_bikol_tagalog,tagalog_test,all,54.717,0.559,0.547,0.221,0.3223,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.543
2,bi_bikol_tagalog,bikol_test,all,73.3333,0.771,0.733,0.194,0.5455,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.6276666666666667
2,bi_bikol_tagalog,cebuano_test,all,61.4286,0.485,0.614,0.307,0.3338,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.48966666666666664
2,bi_bikol_tagalog,tagalog_test,xlmr,50.9434,0.497,0.509,0.242,0.2611,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.47700000000000004
2,bi_bikol_tagalog,bikol_test,xlmr,70.0,0.742,0.7,0.213,0.4886,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.6
2,bi_bikol_tagalog,cebuano_test,xlmr,64.2857,0.471,0.643,0.271,0.3913,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.494
2,bi_bikol_tagalog,tagalog_test,all_xlmr,49.0566,0.511,0.491,0.243,0.2376,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.4633333333333334
2,bi_bikol_tagalog,bikol_test,all_xlmr,66.6667,0.0,0.667,0.252,0.4186,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.482
2,bi_bikol_tagalog,cebuano_test,all_xlmr,61.4286,0.465,0.614,0.313,0.3276,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.4696666666666667
2,bi_cebuano_bikol,tagalog_test,trad,49.0566,0.5,0.491,0.243,0.238,BCL+CEB,TGL,TRAD,TGL | TRAD,0.4546666666666666
2,bi_cebuano_bikol,bikol_test,trad,70.0,0.749,0.7,0.13,0.5431,BCL+CEB,BCL,TRAD,BCL | TRAD,0.6843333333333333
