fold,train_set,test_set,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,kappa,Model,Test_Lang,Features,col,f1_macro
2,bi_cebuano_bikol,cebuano_test,trad,68.5714,0.772,0.686,0.223,0.4788,BCL+CEB,CEB,TRAD,CEB | TRAD,0.5546666666666668
2,bi_cebuano_bikol,tagalog_test,trad_clgsngo,39.6226,0.238,0.396,0.286,0.1031,BCL+CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.29733333333333334
2,bi_cebuano_bikol,bikol_test,trad_clgsngo,60.0,0.0,0.6,0.301,0.3064,BCL+CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.43733333333333335
2,bi_cebuano_bikol,cebuano_test,trad_clgsngo,70.0,0.784,0.7,0.194,0.5105,BCL+CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.5626666666666666
2,bi_cebuano_bikol,tagalog_test,mbert,43.3962,0.632,0.434,0.282,0.1502,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.34933333333333333
2,bi_cebuano_bikol,bikol_test,mbert,73.3333,0.763,0.733,0.194,0.5531,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.6933333333333334
2,bi_cebuano_bikol,cebuano_test,mbert,70.0,0.672,0.7,0.185,0.518,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.653
2,bi_cebuano_bikol,tagalog_test,all,43.3962,0.632,0.434,0.282,0.1502,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.34933333333333333
2,bi_cebuano_bikol,bikol_test,all,80.0,0.824,0.8,0.155,0.661,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.7426666666666666
2,bi_cebuano_bikol,cebuano_test,all,72.8571,0.701,0.729,0.166,0.5644,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.677
2,bi_cebuano_bikol,tagalog_test,xlmr,52.8302,0.574,0.528,0.231,0.2865,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.494
2,bi_cebuano_bikol,bikol_test,xlmr,76.6667,0.811,0.767,0.182,0.6089,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.7443333333333334
2,bi_cebuano_bikol,cebuano_test,xlmr,74.2857,0.734,0.743,0.155,0.5917,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.7226666666666667
2,bi_cebuano_bikol,tagalog_test,all_xlmr,49.0566,0.545,0.491,0.245,0.2343,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.4526666666666667
2,bi_cebuano_bikol,bikol_test,all_xlmr,76.6667,0.811,0.767,0.182,0.6089,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.7443333333333334
2,bi_cebuano_bikol,cebuano_test,all_xlmr,72.8571,0.72,0.729,0.16,0.5686,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.7060000000000001
2,bi_tagalog_cebuano,tagalog_test,trad,45.283,0.0,0.453,0.245,0.1961,CEB+TGL,TGL,TRAD,TGL | TRAD,0.351
2,bi_tagalog_cebuano,bikol_test,trad,60.0,0.0,0.6,0.281,0.3182,CEB+TGL,BCL,TRAD,BCL | TRAD,0.4366666666666667
2,bi_tagalog_cebuano,cebuano_test,trad,65.7143,0.0,0.657,0.249,0.429,CEB+TGL,CEB,TRAD,CEB | TRAD,0.5113333333333333
2,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,45.283,0.0,0.453,0.245,0.1961,CEB+TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.351
2,bi_tagalog_cebuano,bikol_test,trad_clgsngo,56.6667,0.0,0.567,0.3,0.2655,CEB+TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.412
2,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,65.7143,0.0,0.657,0.232,0.4351,CEB+TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.5056666666666666
2,bi_tagalog_cebuano,tagalog_test,mbert,35.8491,0.679,0.358,0.242,0.1084,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.30433333333333334
2,bi_tagalog_cebuano,bikol_test,mbert,60.0,0.666,0.6,0.33,0.3023,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5696666666666667
2,bi_tagalog_cebuano,cebuano_test,mbert,67.1429,0.648,0.671,0.223,0.4548,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.5843333333333334
2,bi_tagalog_cebuano,tagalog_test,all,43.3962,0.714,0.434,0.215,0.2046,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.4083333333333334
2,bi_tagalog_cebuano,bikol_test,all,66.6667,0.736,0.667,0.282,0.4253,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.6573333333333333
2,bi_tagalog_cebuano,cebuano_test,all,71.4286,0.713,0.714,0.192,0.531,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.641
2,bi_tagalog_cebuano,tagalog_test,xlmr,45.283,0.668,0.453,0.227,0.2198,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.408
2,bi_tagalog_cebuano,bikol_test,xlmr,53.3333,0.533,0.533,0.265,0.2473,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.39666666666666667
2,bi_tagalog_cebuano,cebuano_test,xlmr,72.8571,0.746,0.729,0.194,0.5529,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.6506666666666666
2,bi_tagalog_cebuano,tagalog_test,all_xlmr,45.283,0.668,0.453,0.227,0.2198,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.408
2,bi_tagalog_cebuano,bikol_test,all_xlmr,53.3333,0.543,0.533,0.252,0.2553,CEB+TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.4040000000000001
2,bi_tagalog_cebuano,cebuano_test,all_xlmr,68.5714,0.65,0.686,0.211,0.4836,CEB+TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.6113333333333334
2,all_languages,tagalog_test,trad,52.8302,0.497,0.528,0.246,0.2771,ALL,TGL,TRAD,TGL | TRAD,0.48533333333333334
2,all_languages,bikol_test,trad,50.0,0.836,0.5,0.113,0.3363,ALL,BCL,TRAD,BCL | TRAD,0.48900000000000005
2,all_languages,cebuano_test,trad,67.1429,0.685,0.671,0.177,0.4801,ALL,CEB,TRAD,CEB | TRAD,0.646
2,all_languages,tagalog_test,trad_clgsngo,54.717,0.521,0.547,0.232,0.3076,ALL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.5066666666666667
2,all_languages,bikol_test,trad_clgsngo,56.6667,0.759,0.567,0.122,0.3925,ALL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.5666666666666668
2,all_languages,cebuano_test,trad_clgsngo,70.0,0.705,0.7,0.166,0.5263,ALL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.6813333333333333
2,all_languages,tagalog_test,mbert,64.1509,0.644,0.642,0.185,0.4557,ALL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.635
2,all_languages,bikol_test,mbert,66.6667,0.697,0.667,0.192,0.4764,ALL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.6293333333333333
2,all_languages,cebuano_test,mbert,68.5714,0.708,0.686,0.173,0.5023,ALL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.6653333333333333
2,all_languages,tagalog_test,all,67.9245,0.732,0.679,0.187,0.5025,ALL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.6696666666666666
2,all_languages,bikol_test,all,60.0,0.754,0.6,0.215,0.3814,ALL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.514
2,all_languages,cebuano_test,all,68.5714,0.717,0.686,0.166,0.5064,ALL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.6706666666666666
2,all_languages,tagalog_test,xlmr,45.283,0.387,0.453,0.324,0.1282,ALL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.3213333333333333
2,all_languages,bikol_test,xlmr,63.3333,0.722,0.633,0.153,0.4388,ALL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.5913333333333334
2,all_languages,cebuano_test,xlmr,75.7143,0.808,0.757,0.101,0.6308,ALL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.7563333333333334
2,all_languages,tagalog_test,all_xlmr,50.9434,0.436,0.509,0.29,0.2197,ALL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.38533333333333336
2,all_languages,bikol_test,all_xlmr,50.0,0.748,0.5,0.168,0.2891,ALL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.48333333333333334
2,all_languages,cebuano_test,all_xlmr,75.7143,0.819,0.757,0.102,0.6319,ALL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.7623333333333333
3,mono_tagalog,tagalog_test,trad,39.6226,0.0,0.396,0.364,0.032,TGL,TGL,TRAD,TGL | TRAD,0.22066666666666665
3,mono_tagalog,bikol_test,trad,36.6667,0.0,0.367,0.334,0.0256,TGL,BCL,TRAD,BCL | TRAD,0.19299999999999998
3,mono_tagalog,cebuano_test,trad,30.0,0.0,0.3,0.249,0.0548,TGL,CEB,TRAD,CEB | TRAD,0.24866666666666667
3,mono_tagalog,tagalog_test,trad_clgsngo,39.6226,0.0,0.396,0.364,0.032,TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.22066666666666665
3,mono_tagalog,bikol_test,trad_clgsngo,36.6667,0.0,0.367,0.312,0.042,TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.20366666666666666
3,mono_tagalog,cebuano_test,trad_clgsngo,28.5714,0.0,0.286,0.26,0.0307,TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.24833333333333332
3,mono_tagalog,tagalog_test,mbert,37.7358,0.377,0.377,0.333,0.0592,TGL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.38966666666666666
3,mono_tagalog,bikol_test,mbert,30.0,0.177,0.3,0.453,-0.1645,TGL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.17133333333333334
3,mono_tagalog,cebuano_test,mbert,45.7143,0.441,0.457,0.318,0.138,TGL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.41966666666666663
3,mono_tagalog,tagalog_test,all,35.8491,0.366,0.358,0.332,0.0333,TGL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.36033333333333334
3,mono_tagalog,bikol_test,all,33.3333,0.188,0.333,0.434,-0.1132,TGL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.18533333333333335
3,mono_tagalog,cebuano_test,all,44.2857,0.435,0.443,0.317,0.1228,TGL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.4116666666666666
3,mono_tagalog,tagalog_test,xlmr,52.8302,0.533,0.528,0.252,0.2787,TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.5226666666666667
3,mono_tagalog,bikol_test,xlmr,40.0,0.374,0.4,0.348,0.034,TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.30466666666666664
3,mono_tagalog,cebuano_test,xlmr,37.1429,0.384,0.371,0.302,0.0647,TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.336
3,mono_tagalog,tagalog_test,all_xlmr,50.9434,0.522,0.509,0.253,0.2555,TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.504
3,mono_tagalog,bikol_test,all_xlmr,40.0,0.433,0.4,0.384,0.0074,TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.2806666666666667
3,mono_tagalog,cebuano_test,all_xlmr,34.2857,0.317,0.343,0.367,-0.0258,TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.28833333333333333
3,mono_bikol,tagalog_test,trad,35.8491,0.288,0.358,0.27,0.0811,BCL,TGL,TRAD,TGL | TRAD,0.30266666666666664
3,mono_bikol,bikol_test,trad,80.0,0.84,0.8,0.128,0.6709,BCL,BCL,TRAD,BCL | TRAD,0.6736666666666666
3,mono_bikol,cebuano_test,trad,55.7143,0.426,0.557,0.363,0.2146,BCL,CEB,TRAD,CEB | TRAD,0.40499999999999997
3,mono_bikol,tagalog_test,trad_clgsngo,35.8491,0.0,0.358,0.282,0.0773,BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.28933333333333333
3,mono_bikol,bikol_test,trad_clgsngo,73.3333,0.0,0.733,0.179,0.5539,BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.5426666666666667
3,mono_bikol,cebuano_test,trad_clgsngo,55.7143,0.0,0.557,0.379,0.2016,BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.3916666666666666
3,mono_bikol,tagalog_test,mbert,37.7358,0.0,0.377,0.251,0.118,BCL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.308
3,mono_bikol,bikol_test,mbert,70.0,0.0,0.7,0.198,0.5,BCL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5183333333333334
3,mono_bikol,cebuano_test,mbert,60.0,0.554,0.6,0.207,0.3799,BCL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.5186666666666667
3,mono_bikol,tagalog_test,all,41.5094,0.0,0.415,0.238,0.1689,BCL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.338
3,mono_bikol,bikol_test,all,76.6667,0.0,0.767,0.16,0.6082,BCL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5666666666666667
3,mono_bikol,cebuano_test,all,64.2857,0.597,0.643,0.202,0.4373,BCL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.5706666666666667
3,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.13933333333333334
3,mono_bikol,bikol_test,xlmr,83.3333,0.869,0.833,0.103,0.7292,BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.7563333333333334
3,mono_bikol,cebuano_test,xlmr,65.7143,0.659,0.657,0.233,0.4364,BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.5536666666666666
3,mono_bikol,tagalog_test,all_xlmr,30.1887,0.808,0.302,0.251,0.0462,BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.20866666666666667
3,mono_bikol,bikol_test,all_xlmr,80.0,0.849,0.8,0.122,0.6763,BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.7316666666666666
3,mono_bikol,cebuano_test,all_xlmr,64.2857,0.649,0.643,0.254,0.4066,BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.5423333333333333
3,mono_cebuano,tagalog_test,trad,45.283,0.578,0.453,0.323,0.1355,CEB,TGL,TRAD,TGL | TRAD,0.3983333333333334
3,mono_cebuano,bikol_test,trad,46.6667,0.675,0.467,0.265,0.1973,CEB,BCL,TRAD,BCL | TRAD,0.37433333333333335
3,mono_cebuano,cebuano_test,trad,64.2857,0.657,0.643,0.168,0.4507,CEB,CEB,TRAD,CEB | TRAD,0.6186666666666667
3,mono_cebuano,tagalog_test,trad_clgsngo,45.283,0.583,0.453,0.324,0.1351,CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.3983333333333334
3,mono_cebuano,bikol_test,trad_clgsngo,46.6667,0.681,0.467,0.276,0.1906,CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.37866666666666665
3,mono_cebuano,cebuano_test,trad_clgsngo,64.2857,0.67,0.643,0.161,0.4552,CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.625
3,mono_cebuano,tagalog_test,mbert,43.3962,0.506,0.434,0.319,0.1142,CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.34400000000000003
3,mono_cebuano,bikol_test,mbert,63.3333,0.656,0.633,0.17,0.4378,CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5813333333333334
3,mono_cebuano,cebuano_test,mbert,64.2857,0.61,0.643,0.198,0.4281,CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.58
3,mono_cebuano,tagalog_test,all,45.283,0.506,0.453,0.316,0.1389,CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.37066666666666664
3,mono_cebuano,bikol_test,all,60.0,0.744,0.6,0.144,0.4175,CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5906666666666667
3,mono_cebuano,cebuano_test,all,61.4286,0.599,0.614,0.203,0.3864,CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.5576666666666666
3,mono_cebuano,tagalog_test,xlmr,49.0566,0.66,0.491,0.285,0.2103,CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.43
3,mono_cebuano,bikol_test,xlmr,46.6667,0.661,0.467,0.287,0.1738,CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.3666666666666667
3,mono_cebuano,cebuano_test,xlmr,67.1429,0.664,0.671,0.175,0.4795,CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.6336666666666667
3,mono_cebuano,tagalog_test,all_xlmr,47.1698,0.561,0.472,0.291,0.1819,CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.41733333333333333
3,mono_cebuano,bikol_test,all_xlmr,43.3333,0.633,0.433,0.284,0.1371,CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.3456666666666666
3,mono_cebuano,cebuano_test,all_xlmr,68.5714,0.68,0.686,0.177,0.4995,CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.654
3,bi_bikol_tagalog,tagalog_test,trad,37.7358,0.0,0.377,0.352,0.0245,TGL+BCL,TGL,TRAD,TGL | TRAD,0.27366666666666667
3,bi_bikol_tagalog,bikol_test,trad,43.3333,0.0,0.433,0.153,0.2444,TGL+BCL,BCL,TRAD,BCL | TRAD,0.38999999999999996
3,bi_bikol_tagalog,cebuano_test,trad,31.4286,0.0,0.314,0.272,0.0449,TGL+BCL,CEB,TRAD,CEB | TRAD,0.25899999999999995
3,bi_bikol_tagalog,tagalog_test,trad_clgsngo,37.7358,0.447,0.377,0.341,0.0395,TGL+BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.36233333333333334
3,bi_bikol_tagalog,bikol_test,trad_clgsngo,73.3333,0.611,0.733,0.174,0.5564,TGL+BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.5566666666666666
3,bi_bikol_tagalog,cebuano_test,trad_clgsngo,51.4286,0.531,0.514,0.319,0.1973,TGL+BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.46466666666666673
3,bi_bikol_tagalog,tagalog_test,mbert,47.1698,0.477,0.472,0.287,0.1935,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.47833333333333333
3,bi_bikol_tagalog,bikol_test,mbert,63.3333,0.651,0.633,0.197,0.4159,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5493333333333333
3,bi_bikol_tagalog,cebuano_test,mbert,51.4286,0.587,0.514,0.19,0.2965,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.4789999999999999
3,bi_bikol_tagalog,tagalog_test,all,47.1698,0.466,0.472,0.283,0.1974,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.47533333333333333
3,bi_bikol_tagalog,bikol_test,all,70.0,0.69,0.7,0.175,0.5144,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.597
3,bi_bikol_tagalog,cebuano_test,all,52.8571,0.598,0.529,0.185,0.3145,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.49066666666666664
3,bi_bikol_tagalog,tagalog_test,xlmr,58.4906,0.611,0.585,0.232,0.36,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.5786666666666667
3,bi_bikol_tagalog,bikol_test,xlmr,63.3333,0.0,0.633,0.225,0.4,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.4686666666666666
3,bi_bikol_tagalog,cebuano_test,xlmr,48.5714,0.476,0.486,0.239,0.2391,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.433
3,bi_bikol_tagalog,tagalog_test,all_xlmr,58.4906,0.629,0.585,0.229,0.3618,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.576
3,bi_bikol_tagalog,bikol_test,all_xlmr,60.0,0.575,0.6,0.2,0.3662,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.48066666666666663
3,bi_bikol_tagalog,cebuano_test,all_xlmr,50.0,0.498,0.5,0.242,0.253,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.45566666666666666
3,bi_cebuano_bikol,tagalog_test,trad,39.6226,0.0,0.396,0.282,0.1125,BCL+CEB,TGL,TRAD,TGL | TRAD,0.32033333333333336
3,bi_cebuano_bikol,bikol_test,trad,66.6667,0.0,0.667,0.199,0.4545,BCL+CEB,BCL,TRAD,BCL | TRAD,0.49766666666666665
3,bi_cebuano_bikol,cebuano_test,trad,62.8571,0.0,0.629,0.29,0.3605,BCL+CEB,CEB,TRAD,CEB | TRAD,0.4753333333333334
3,bi_cebuano_bikol,tagalog_test,trad_clgsngo,39.6226,0.0,0.396,0.287,0.1097,BCL+CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.32033333333333336
3,bi_cebuano_bikol,bikol_test,trad_clgsngo,76.6667,0.0,0.767,0.154,0.6111,BCL+CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.5676666666666667
3,bi_cebuano_bikol,cebuano_test,trad_clgsngo,65.7143,0.753,0.657,0.257,0.4189,BCL+CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.5223333333333334
3,bi_cebuano_bikol,tagalog_test,mbert,45.283,0.452,0.453,0.296,0.1592,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.438
3,bi_cebuano_bikol,bikol_test,mbert,76.6667,0.776,0.767,0.119,0.6335,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.726
3,bi_cebuano_bikol,cebuano_test,mbert,71.4286,0.727,0.714,0.145,0.5548,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.6993333333333333
3,bi_cebuano_bikol,tagalog_test,all,41.5094,0.404,0.415,0.326,0.0903,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.37833333333333335
3,bi_cebuano_bikol,bikol_test,all,76.6667,0.776,0.767,0.119,0.6335,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.726
3,bi_cebuano_bikol,cebuano_test,all,64.2857,0.671,0.643,0.18,0.4448,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.6283333333333333
3,bi_cebuano_bikol,tagalog_test,xlmr,47.1698,0.555,0.472,0.308,0.1723,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.43733333333333335
3,bi_cebuano_bikol,bikol_test,xlmr,56.6667,0.517,0.567,0.252,0.3023,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.41966666666666663
3,bi_cebuano_bikol,cebuano_test,xlmr,70.0,0.7,0.7,0.165,0.5291,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.6843333333333333
3,bi_cebuano_bikol,tagalog_test,all_xlmr,50.9434,0.72,0.509,0.293,0.225,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.44799999999999995
3,bi_cebuano_bikol,bikol_test,all_xlmr,56.6667,0.517,0.567,0.252,0.3023,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.41966666666666663
3,bi_cebuano_bikol,cebuano_test,all_xlmr,70.0,0.704,0.7,0.148,0.5339,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.6783333333333333
3,bi_tagalog_cebuano,tagalog_test,trad,43.3962,0.0,0.434,0.264,0.168,CEB+TGL,TGL,TRAD,TGL | TRAD,0.351
3,bi_tagalog_cebuano,bikol_test,trad,63.3333,0.0,0.633,0.212,0.4043,CEB+TGL,BCL,TRAD,BCL | TRAD,0.47633333333333333
3,bi_tagalog_cebuano,cebuano_test,trad,62.8571,0.0,0.629,0.299,0.3569,CEB+TGL,CEB,TRAD,CEB | TRAD,0.47933333333333333
3,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,43.3962,0.0,0.434,0.259,0.1706,CEB+TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO,0.3513333333333333
3,bi_tagalog_cebuano,bikol_test,trad_clgsngo,66.6667,0.0,0.667,0.193,0.4565,CEB+TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO,0.5019999999999999
3,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,62.8571,0.0,0.629,0.299,0.3569,CEB+TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO,0.47933333333333333
3,bi_tagalog_cebuano,tagalog_test,mbert,43.3962,0.556,0.434,0.235,0.1896,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.3953333333333333
3,bi_tagalog_cebuano,bikol_test,mbert,50.0,0.591,0.5,0.203,0.2647,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.4896666666666667
3,bi_tagalog_cebuano,cebuano_test,mbert,68.5714,0.65,0.686,0.211,0.4808,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.6043333333333333
3,bi_tagalog_cebuano,tagalog_test,all,49.0566,0.612,0.491,0.215,0.2643,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.45933333333333337
3,bi_tagalog_cebuano,bikol_test,all,53.3333,0.67,0.533,0.167,0.3215,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5276666666666666
3,bi_tagalog_cebuano,cebuano_test,all,68.5714,0.648,0.686,0.203,0.4836,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.601
3,bi_tagalog_cebuano,tagalog_test,xlmr,32.0755,0.355,0.321,0.277,0.0436,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.2733333333333333
3,bi_tagalog_cebuano,bikol_test,xlmr,53.3333,0.511,0.533,0.25,0.2644,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.4033333333333333
3,bi_tagalog_cebuano,cebuano_test,xlmr,64.2857,0.589,0.643,0.237,0.412,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.5686666666666667
3,bi_tagalog_cebuano,tagalog_test,all_xlmr,32.0755,0.311,0.321,0.269,0.0479,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.262
3,bi_tagalog_cebuano,bikol_test,all_xlmr,53.3333,0.502,0.533,0.261,0.258,CEB+TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.39599999999999996
3,bi_tagalog_cebuano,cebuano_test,all_xlmr,68.5714,0.648,0.686,0.182,0.4951,CEB+TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.6226666666666666
3,all_languages,tagalog_test,trad,37.7358,0.375,0.377,0.351,0.0278,ALL,TGL,TRAD,TGL | TRAD,0.3396666666666666
3,all_languages,bikol_test,trad,53.3333,0.617,0.533,0.237,0.2696,ALL,BCL,TRAD,BCL | TRAD,0.4076666666666667
