fold,train_set,test_set,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,kappa,f1_macro
2,mono_tagalog,bikol_test,all,63.3333,0.696,0.633,0.252,0.382,0.5539999999999999
2,mono_tagalog,cebuano_test,all,44.2857,0.444,0.443,0.268,0.1644,0.39333333333333337
2,mono_tagalog,tagalog_test,xlmr,56.6038,0.621,0.566,0.222,0.3439,0.5473333333333333
2,mono_tagalog,bikol_test,xlmr,30.0,0.132,0.3,0.41,-0.0995,0.16666666666666666
2,mono_tagalog,cebuano_test,xlmr,44.2857,0.524,0.443,0.222,0.1963,0.37233333333333335
2,mono_tagalog,tagalog_test,all_xlmr,60.3774,0.648,0.604,0.197,0.4073,0.5933333333333334
2,mono_tagalog,bikol_test,all_xlmr,30.0,0.132,0.3,0.41,-0.0995,0.16666666666666666
2,mono_tagalog,cebuano_test,all_xlmr,54.2857,0.615,0.543,0.19,0.3208,0.4696666666666667
2,mono_bikol,tagalog_test,trad,43.3962,0.0,0.434,0.256,0.1684,0.3376666666666667
2,mono_bikol,bikol_test,trad,66.6667,0.0,0.667,0.223,0.4318,0.48433333333333334
2,mono_bikol,cebuano_test,trad,68.5714,0.0,0.686,0.207,0.4822,0.5223333333333333
2,mono_bikol,tagalog_test,trad_clgsngo,43.3962,0.0,0.434,0.26,0.1662,0.33666666666666667
2,mono_bikol,bikol_test,trad_clgsngo,60.0,0.0,0.6,0.261,0.3258,0.43766666666666665
2,mono_bikol,cebuano_test,trad_clgsngo,68.5714,0.0,0.686,0.223,0.4765,0.528
2,mono_bikol,tagalog_test,mbert,28.3019,0.0,0.283,0.257,0.0233,0.17466666666666666
2,mono_bikol,bikol_test,mbert,66.6667,0.7,0.667,0.214,0.4565,0.6276666666666667
2,mono_bikol,cebuano_test,mbert,60.0,0.597,0.6,0.248,0.346,0.545
2,mono_bikol,tagalog_test,all,30.1887,0.0,0.302,0.251,0.0467,0.207
2,mono_bikol,bikol_test,all,70.0,0.769,0.7,0.195,0.5082,0.6526666666666667
2,mono_bikol,cebuano_test,all,62.8571,0.628,0.629,0.245,0.3841,0.5650000000000001
2,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,0.13933333333333334
2,mono_bikol,bikol_test,xlmr,80.0,0.824,0.8,0.155,0.661,0.7426666666666666
2,mono_bikol,cebuano_test,xlmr,65.7143,0.575,0.657,0.226,0.4364,0.5333333333333333
2,mono_bikol,tagalog_test,all_xlmr,39.6226,0.0,0.396,0.221,0.1633,0.3313333333333333
2,mono_bikol,bikol_test,all_xlmr,80.0,0.824,0.8,0.155,0.661,0.7426666666666666
2,mono_bikol,cebuano_test,all_xlmr,64.2857,0.563,0.643,0.239,0.4098,0.5186666666666667
2,mono_cebuano,tagalog_test,trad,49.0566,0.479,0.491,0.267,0.2206,0.434
2,mono_cebuano,bikol_test,trad,50.0,0.627,0.5,0.186,0.2925,0.48133333333333334
2,mono_cebuano,cebuano_test,trad,74.2857,0.727,0.743,0.152,0.5894,0.6953333333333332
2,mono_cebuano,tagalog_test,trad_clgsngo,47.1698,0.466,0.472,0.269,0.197,0.413
2,mono_cebuano,bikol_test,trad_clgsngo,56.6667,0.675,0.567,0.172,0.3689,0.5556666666666666
2,mono_cebuano,cebuano_test,trad_clgsngo,70.0,0.674,0.7,0.168,0.523,0.6469999999999999
2,mono_cebuano,tagalog_test,mbert,45.283,0.428,0.453,0.291,0.1555,0.377
2,mono_cebuano,bikol_test,mbert,53.3333,0.641,0.533,0.176,0.3301,0.529
2,mono_cebuano,cebuano_test,mbert,67.1429,0.637,0.671,0.188,0.4771,0.62
2,mono_cebuano,tagalog_test,all,47.1698,0.449,0.472,0.285,0.1819,0.39433333333333337
2,mono_cebuano,bikol_test,all,56.6667,0.603,0.567,0.207,0.35,0.5343333333333333
2,mono_cebuano,cebuano_test,all,70.0,0.672,0.7,0.169,0.525,0.655
2,mono_cebuano,tagalog_test,xlmr,52.8302,0.525,0.528,0.257,0.2716,0.501
2,mono_cebuano,bikol_test,xlmr,56.6667,0.612,0.567,0.22,0.3299,0.5253333333333333
2,mono_cebuano,cebuano_test,xlmr,75.7143,0.75,0.757,0.15,0.6079,0.722
2,mono_cebuano,tagalog_test,all_xlmr,54.717,0.544,0.547,0.245,0.3011,0.5183333333333334
2,mono_cebuano,bikol_test,all_xlmr,56.6667,0.625,0.567,0.195,0.3532,0.5416666666666666
2,mono_cebuano,cebuano_test,all_xlmr,75.7143,0.758,0.757,0.151,0.6071,0.722
2,bi_bikol_tagalog,tagalog_test,trad,45.283,0.0,0.453,0.242,0.2024,0.36366666666666664
2,bi_bikol_tagalog,bikol_test,trad,63.3333,0.0,0.633,0.271,0.3642,0.459
2,bi_bikol_tagalog,cebuano_test,trad,62.8571,0.0,0.629,0.282,0.3676,0.4796666666666667
2,bi_bikol_tagalog,tagalog_test,trad_clgsngo,49.0566,0.665,0.491,0.232,0.2468,0.4183333333333333
2,bi_bikol_tagalog,bikol_test,trad_clgsngo,63.3333,0.546,0.633,0.259,0.3714,0.4686666666666666
2,bi_bikol_tagalog,cebuano_test,trad_clgsngo,52.8571,0.41,0.529,0.352,0.194,0.41333333333333333
2,bi_bikol_tagalog,tagalog_test,mbert,56.6038,0.588,0.566,0.236,0.335,0.5553333333333333
2,bi_bikol_tagalog,bikol_test,mbert,60.0,0.697,0.6,0.16,0.4,0.5523333333333333
2,bi_bikol_tagalog,cebuano_test,mbert,60.0,0.589,0.6,0.223,0.3669,0.566
2,bi_bikol_tagalog,tagalog_test,all,58.4906,0.666,0.585,0.227,0.3666,0.5833333333333334
2,bi_bikol_tagalog,bikol_test,all,60.0,0.697,0.6,0.16,0.4,0.5523333333333333
2,bi_bikol_tagalog,cebuano_test,all,58.5714,0.588,0.586,0.246,0.3396,0.5636666666666666
2,bi_bikol_tagalog,tagalog_test,xlmr,64.1509,0.652,0.642,0.176,0.4586,0.6313333333333334
2,bi_bikol_tagalog,bikol_test,xlmr,66.6667,0.704,0.667,0.159,0.4792,0.6266666666666667
2,bi_bikol_tagalog,cebuano_test,xlmr,55.7143,0.537,0.557,0.258,0.3018,0.5243333333333333
2,bi_bikol_tagalog,tagalog_test,all_xlmr,56.6038,0.644,0.566,0.202,0.3577,0.5313333333333333
2,bi_bikol_tagalog,bikol_test,all_xlmr,63.3333,0.684,0.633,0.166,0.433,0.5903333333333334
2,bi_bikol_tagalog,cebuano_test,all_xlmr,55.7143,0.546,0.557,0.235,0.3118,0.521
2,bi_cebuano_bikol,tagalog_test,trad,41.5094,0.256,0.415,0.271,0.1357,0.32033333333333336
2,bi_cebuano_bikol,bikol_test,trad,63.3333,0.0,0.633,0.262,0.3714,0.4606666666666666
2,bi_cebuano_bikol,cebuano_test,trad,68.5714,0.772,0.686,0.223,0.4788,0.5546666666666668
2,bi_cebuano_bikol,tagalog_test,trad_clgsngo,39.6226,0.24,0.396,0.282,0.1055,0.2986666666666667
2,bi_cebuano_bikol,bikol_test,trad_clgsngo,60.0,0.0,0.6,0.301,0.3064,0.43733333333333335
2,bi_cebuano_bikol,cebuano_test,trad_clgsngo,67.1429,0.0,0.671,0.22,0.4586,0.514
2,bi_cebuano_bikol,tagalog_test,mbert,43.3962,0.632,0.434,0.282,0.1502,0.34933333333333333
2,bi_cebuano_bikol,bikol_test,mbert,73.3333,0.763,0.733,0.194,0.5531,0.6933333333333334
2,bi_cebuano_bikol,cebuano_test,mbert,71.4286,0.693,0.714,0.18,0.5405,0.6766666666666667
2,bi_cebuano_bikol,tagalog_test,all,43.3962,0.632,0.434,0.282,0.1502,0.34933333333333333
2,bi_cebuano_bikol,bikol_test,all,80.0,0.824,0.8,0.155,0.661,0.7426666666666666
2,bi_cebuano_bikol,cebuano_test,all,72.8571,0.701,0.729,0.174,0.5621,0.6806666666666666
2,bi_cebuano_bikol,tagalog_test,xlmr,49.0566,0.547,0.491,0.241,0.2364,0.4543333333333333
2,bi_cebuano_bikol,bikol_test,xlmr,83.3333,0.877,0.833,0.146,0.7175,0.8133333333333334
2,bi_cebuano_bikol,cebuano_test,xlmr,75.7143,0.749,0.757,0.148,0.6115,0.7226666666666667
2,bi_cebuano_bikol,tagalog_test,all_xlmr,49.0566,0.545,0.491,0.245,0.2343,0.4526666666666667
2,bi_cebuano_bikol,bikol_test,all_xlmr,80.0,0.829,0.8,0.153,0.6667,0.774
2,bi_cebuano_bikol,cebuano_test,all_xlmr,74.2857,0.734,0.743,0.155,0.5917,0.7226666666666667
2,bi_tagalog_cebuano,tagalog_test,trad,43.3962,0.0,0.434,0.26,0.164,0.32866666666666666
2,bi_tagalog_cebuano,bikol_test,trad,63.3333,0.0,0.633,0.262,0.3714,0.4606666666666666
2,bi_tagalog_cebuano,cebuano_test,trad,65.7143,0.0,0.657,0.241,0.432,0.5083333333333333
2,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,45.283,0.0,0.453,0.253,0.1919,0.34833333333333333
2,bi_tagalog_cebuano,bikol_test,trad_clgsngo,56.6667,0.0,0.567,0.3,0.2655,0.412
2,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,65.7143,0.0,0.657,0.216,0.4411,0.501
2,bi_tagalog_cebuano,tagalog_test,mbert,41.5094,0.7,0.415,0.221,0.1801,0.38766666666666666
2,bi_tagalog_cebuano,bikol_test,mbert,60.0,0.612,0.6,0.308,0.322,0.5760000000000001
2,bi_tagalog_cebuano,cebuano_test,mbert,70.0,0.693,0.7,0.206,0.5039,0.634
2,bi_tagalog_cebuano,tagalog_test,all,43.3962,0.714,0.434,0.215,0.2046,0.4083333333333334
2,bi_tagalog_cebuano,bikol_test,all,66.6667,0.709,0.667,0.272,0.4318,0.6706666666666666
2,bi_tagalog_cebuano,cebuano_test,all,71.4286,0.696,0.714,0.185,0.533,0.6403333333333333
2,bi_tagalog_cebuano,tagalog_test,xlmr,43.3962,0.653,0.434,0.237,0.1908,0.393
2,bi_tagalog_cebuano,bikol_test,xlmr,60.0,0.577,0.6,0.226,0.3478,0.4523333333333333
2,bi_tagalog_cebuano,cebuano_test,xlmr,72.8571,0.726,0.729,0.187,0.5544,0.6596666666666667
2,bi_tagalog_cebuano,tagalog_test,all_xlmr,43.3962,0.66,0.434,0.233,0.1929,0.39399999999999996
2,bi_tagalog_cebuano,bikol_test,all_xlmr,56.6667,0.599,0.567,0.245,0.3085,0.4873333333333334
2,bi_tagalog_cebuano,cebuano_test,all_xlmr,72.8571,0.746,0.729,0.194,0.5529,0.6506666666666666
2,all_languages,tagalog_test,trad,52.8302,0.493,0.528,0.241,0.2799,0.4816666666666667
2,all_languages,bikol_test,trad,50.0,0.806,0.5,0.125,0.3304,0.48233333333333334
2,all_languages,cebuano_test,trad,67.1429,0.687,0.671,0.177,0.4855,0.6613333333333333
2,all_languages,tagalog_test,trad_clgsngo,54.717,0.515,0.547,0.231,0.3083,0.5016666666666666
2,all_languages,bikol_test,trad_clgsngo,56.6667,0.759,0.567,0.122,0.3925,0.5666666666666668
2,all_languages,cebuano_test,trad_clgsngo,70.0,0.696,0.7,0.165,0.5296,0.6833333333333335
2,all_languages,tagalog_test,mbert,62.2642,0.626,0.623,0.209,0.4157,0.5913333333333334
2,all_languages,bikol_test,mbert,70.0,0.776,0.7,0.118,0.5477,0.676
2,all_languages,cebuano_test,mbert,68.5714,0.717,0.686,0.166,0.5064,0.6706666666666666
2,all_languages,tagalog_test,all,64.1509,0.66,0.642,0.2,0.4461,0.621
2,all_languages,bikol_test,all,63.3333,0.804,0.633,0.141,0.4527,0.564
2,all_languages,cebuano_test,all,67.1429,0.709,0.671,0.171,0.4835,0.6513333333333334
2,all_languages,tagalog_test,xlmr,49.0566,0.422,0.491,0.301,0.1892,0.36533333333333334
2,all_languages,bikol_test,xlmr,43.3333,0.615,0.433,0.193,0.1943,0.40399999999999997
2,all_languages,cebuano_test,xlmr,77.1429,0.825,0.771,0.096,0.6522,0.7736666666666666
2,all_languages,tagalog_test,all_xlmr,49.0566,0.422,0.491,0.301,0.1892,0.36533333333333334
2,all_languages,bikol_test,all_xlmr,50.0,0.788,0.5,0.145,0.2958,0.46399999999999997
2,all_languages,cebuano_test,all_xlmr,75.7143,0.819,0.757,0.102,0.6319,0.7623333333333333
3,mono_tagalog,tagalog_test,trad,45.283,0.0,0.453,0.325,0.1277,0.325
3,mono_tagalog,bikol_test,trad,43.3333,0.0,0.433,0.229,0.184,0.32266666666666666
3,mono_tagalog,cebuano_test,trad,32.8571,0.0,0.329,0.257,0.0758,0.304
3,mono_tagalog,tagalog_test,trad_clgsngo,43.3962,0.0,0.434,0.335,0.0986,0.313
3,mono_tagalog,bikol_test,trad_clgsngo,43.3333,0.0,0.433,0.229,0.184,0.32266666666666666
3,mono_tagalog,cebuano_test,trad_clgsngo,32.8571,0.0,0.329,0.257,0.0758,0.304
3,mono_tagalog,tagalog_test,mbert,33.9623,0.351,0.34,0.354,-0.0032,0.34800000000000003
3,mono_tagalog,bikol_test,mbert,33.3333,0.188,0.333,0.434,-0.1132,0.18533333333333335
3,mono_tagalog,cebuano_test,mbert,45.7143,0.445,0.457,0.311,0.1417,0.4203333333333333
3,mono_tagalog,tagalog_test,all,37.7358,0.4,0.377,0.332,0.0536,0.38766666666666666
3,mono_tagalog,bikol_test,all,33.3333,0.188,0.333,0.434,-0.1132,0.18533333333333335
3,mono_tagalog,cebuano_test,all,45.7143,0.443,0.457,0.31,0.1425,0.418
3,mono_tagalog,tagalog_test,xlmr,52.8302,0.531,0.528,0.248,0.283,0.5276666666666666
3,mono_tagalog,bikol_test,xlmr,40.0,0.339,0.4,0.375,0.0146,0.3
3,mono_tagalog,cebuano_test,xlmr,42.8571,0.439,0.429,0.266,0.1505,0.3833333333333333
3,mono_tagalog,tagalog_test,all_xlmr,54.717,0.555,0.547,0.232,0.3143,0.544
3,mono_tagalog,bikol_test,all_xlmr,53.3333,0.501,0.533,0.298,0.2322,0.44366666666666665
3,mono_tagalog,cebuano_test,all_xlmr,32.8571,0.334,0.329,0.341,-0.0098,0.2996666666666667
3,mono_bikol,tagalog_test,trad,35.8491,0.0,0.358,0.263,0.0913,0.28833333333333333
3,mono_bikol,bikol_test,trad,76.6667,0.0,0.767,0.16,0.6082,0.5666666666666667
3,mono_bikol,cebuano_test,trad,57.1429,0.0,0.571,0.358,0.2364,0.4096666666666667
3,mono_bikol,tagalog_test,trad_clgsngo,37.7358,0.0,0.377,0.261,0.1099,0.30866666666666664
3,mono_bikol,bikol_test,trad_clgsngo,73.3333,0.0,0.733,0.179,0.5539,0.5426666666666667
3,mono_bikol,cebuano_test,trad_clgsngo,55.7143,0.0,0.557,0.379,0.2016,0.3916666666666666
3,mono_bikol,tagalog_test,mbert,35.8491,0.0,0.358,0.296,0.057,0.2876666666666667
3,mono_bikol,bikol_test,mbert,70.0,0.0,0.7,0.192,0.5037,0.5183333333333334
3,mono_bikol,cebuano_test,mbert,55.7143,0.602,0.557,0.187,0.3434,0.49866666666666665
3,mono_bikol,tagalog_test,all,37.7358,0.0,0.377,0.303,0.0731,0.29933333333333334
3,mono_bikol,bikol_test,all,76.6667,0.0,0.767,0.154,0.6111,0.5676666666666667
3,mono_bikol,cebuano_test,all,60.0,0.582,0.6,0.192,0.3911,0.537
3,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,0.13933333333333334
3,mono_bikol,bikol_test,xlmr,70.0,0.714,0.7,0.158,0.5246,0.6416666666666666
3,mono_bikol,cebuano_test,xlmr,61.4286,0.63,0.614,0.247,0.376,0.5203333333333333
3,mono_bikol,tagalog_test,all_xlmr,30.1887,0.0,0.302,0.26,0.0401,0.20366666666666666
3,mono_bikol,bikol_test,all_xlmr,73.3333,0.798,0.733,0.167,0.5644,0.624
3,mono_bikol,cebuano_test,all_xlmr,62.8571,0.638,0.629,0.251,0.3927,0.5336666666666666
3,mono_cebuano,tagalog_test,trad,45.283,0.497,0.453,0.32,0.137,0.38999999999999996
3,mono_cebuano,bikol_test,trad,50.0,0.728,0.5,0.279,0.2255,0.4406666666666667
3,mono_cebuano,cebuano_test,trad,61.4286,0.604,0.614,0.199,0.3975,0.572
3,mono_cebuano,tagalog_test,trad_clgsngo,47.1698,0.515,0.472,0.309,0.1663,0.40199999999999997
3,mono_cebuano,bikol_test,trad_clgsngo,46.6667,0.695,0.467,0.287,0.1837,0.38466666666666666
3,mono_cebuano,cebuano_test,trad_clgsngo,61.4286,0.602,0.614,0.206,0.395,0.5713333333333334
3,mono_cebuano,tagalog_test,mbert,39.6226,0.432,0.396,0.336,0.0588,0.3216666666666667
3,mono_cebuano,bikol_test,mbert,60.0,0.637,0.6,0.178,0.3939,0.5523333333333333
3,mono_cebuano,cebuano_test,mbert,68.5714,0.659,0.686,0.174,0.4998,0.632
3,mono_cebuano,tagalog_test,all,39.6226,0.432,0.396,0.336,0.0588,0.3216666666666667
3,mono_cebuano,bikol_test,all,60.0,0.744,0.6,0.144,0.4175,0.5906666666666667
3,mono_cebuano,cebuano_test,all,67.1429,0.637,0.671,0.187,0.4749,0.611
3,mono_cebuano,tagalog_test,xlmr,49.0566,0.647,0.491,0.281,0.2133,0.4446666666666667
3,mono_cebuano,bikol_test,xlmr,43.3333,0.645,0.433,0.295,0.1327,0.318
3,mono_cebuano,cebuano_test,xlmr,67.1429,0.666,0.671,0.167,0.4821,0.631
3,mono_cebuano,tagalog_test,all_xlmr,47.1698,0.482,0.472,0.289,0.1837,0.42766666666666664
3,mono_cebuano,bikol_test,all_xlmr,43.3333,0.657,0.433,0.273,0.1542,0.35233333333333333
3,mono_cebuano,cebuano_test,all_xlmr,65.7143,0.656,0.657,0.189,0.4563,0.6273333333333334
3,bi_bikol_tagalog,tagalog_test,trad,41.5094,0.487,0.415,0.328,0.0867,0.35533333333333333
3,bi_bikol_tagalog,bikol_test,trad,43.3333,0.0,0.433,0.175,0.2214,0.36466666666666664
3,bi_bikol_tagalog,cebuano_test,trad,52.8571,0.686,0.529,0.199,0.3019,0.5316666666666666
3,bi_bikol_tagalog,tagalog_test,trad_clgsngo,41.5094,0.43,0.415,0.31,0.1022,0.39766666666666667
3,bi_bikol_tagalog,bikol_test,trad_clgsngo,76.6667,0.0,0.767,0.16,0.6082,0.5666666666666667
3,bi_bikol_tagalog,cebuano_test,trad_clgsngo,50.0,0.451,0.5,0.379,0.1376,0.40700000000000003
3,bi_bikol_tagalog,tagalog_test,mbert,45.283,0.455,0.453,0.293,0.1651,0.4533333333333333
3,bi_bikol_tagalog,bikol_test,mbert,60.0,0.635,0.6,0.216,0.3651,0.5233333333333333
3,bi_bikol_tagalog,cebuano_test,mbert,50.0,0.568,0.5,0.195,0.2764,0.457
3,bi_bikol_tagalog,tagalog_test,all,47.1698,0.464,0.472,0.283,0.2,0.48
3,bi_bikol_tagalog,bikol_test,all,66.6667,0.648,0.667,0.183,0.4652,0.5713333333333334
3,bi_bikol_tagalog,cebuano_test,all,54.2857,0.607,0.543,0.182,0.3335,0.5143333333333333
3,bi_bikol_tagalog,tagalog_test,xlmr,60.3774,0.643,0.604,0.218,0.3905,0.5936666666666667
3,bi_bikol_tagalog,bikol_test,xlmr,60.0,0.575,0.6,0.2,0.3662,0.48066666666666663
3,bi_bikol_tagalog,cebuano_test,xlmr,48.5714,0.47,0.486,0.247,0.2317,0.43333333333333335
3,bi_bikol_tagalog,tagalog_test,all_xlmr,62.2642,0.687,0.623,0.211,0.4198,0.6256666666666667
3,bi_bikol_tagalog,bikol_test,all_xlmr,60.0,0.575,0.6,0.2,0.3662,0.48066666666666663
3,bi_bikol_tagalog,cebuano_test,all_xlmr,47.1429,0.458,0.471,0.253,0.2135,0.42333333333333334
3,bi_cebuano_bikol,tagalog_test,trad,39.6226,0.0,0.396,0.282,0.1125,0.32033333333333336
3,bi_cebuano_bikol,bikol_test,trad,66.6667,0.0,0.667,0.199,0.4545,0.49766666666666665
3,bi_cebuano_bikol,cebuano_test,trad,62.8571,0.0,0.629,0.29,0.3605,0.4753333333333334
3,bi_cebuano_bikol,tagalog_test,trad_clgsngo,39.6226,0.0,0.396,0.287,0.1097,0.32033333333333336
3,bi_cebuano_bikol,bikol_test,trad_clgsngo,76.6667,0.0,0.767,0.154,0.6111,0.5676666666666667
3,bi_cebuano_bikol,cebuano_test,trad_clgsngo,60.0,0.532,0.6,0.277,0.3354,0.48700000000000004
3,bi_cebuano_bikol,tagalog_test,mbert,43.3962,0.455,0.434,0.318,0.123,0.426
3,bi_cebuano_bikol,bikol_test,mbert,70.0,0.73,0.7,0.136,0.5385,0.665
3,bi_cebuano_bikol,cebuano_test,mbert,65.7143,0.68,0.657,0.167,0.4675,0.636
3,bi_cebuano_bikol,tagalog_test,all,41.5094,0.406,0.415,0.315,0.1002,0.39199999999999996
3,bi_cebuano_bikol,bikol_test,all,73.3333,0.733,0.733,0.134,0.5819,0.691
3,bi_cebuano_bikol,cebuano_test,all,64.2857,0.683,0.643,0.173,0.4493,0.633
3,bi_cebuano_bikol,tagalog_test,xlmr,45.283,0.533,0.453,0.32,0.1399,0.4063333333333334
3,bi_cebuano_bikol,bikol_test,xlmr,60.0,0.663,0.6,0.227,0.364,0.5126666666666666
3,bi_cebuano_bikol,cebuano_test,xlmr,72.8571,0.729,0.729,0.146,0.5762,0.7166666666666668
3,bi_cebuano_bikol,tagalog_test,all_xlmr,50.9434,0.72,0.509,0.293,0.225,0.44799999999999995
3,bi_cebuano_bikol,bikol_test,all_xlmr,60.0,0.663,0.6,0.227,0.364,0.5126666666666666
3,bi_cebuano_bikol,cebuano_test,all_xlmr,70.0,0.715,0.7,0.141,0.5377,0.684
3,bi_tagalog_cebuano,tagalog_test,trad,43.3962,0.0,0.434,0.264,0.168,0.351
3,bi_tagalog_cebuano,bikol_test,trad,63.3333,0.0,0.633,0.212,0.4043,0.47633333333333333
3,bi_tagalog_cebuano,cebuano_test,trad,62.8571,0.0,0.629,0.299,0.3569,0.47933333333333333
3,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,45.283,0.0,0.453,0.257,0.1932,0.36533333333333334
3,bi_tagalog_cebuano,bikol_test,trad_clgsngo,66.6667,0.0,0.667,0.193,0.4565,0.5019999999999999
3,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,62.8571,0.0,0.629,0.299,0.3569,0.47933333333333333
3,bi_tagalog_cebuano,tagalog_test,mbert,45.283,0.556,0.453,0.232,0.2106,0.43733333333333335
3,bi_tagalog_cebuano,bikol_test,mbert,46.6667,0.575,0.467,0.212,0.2246,0.4623333333333333
3,bi_tagalog_cebuano,cebuano_test,mbert,67.1429,0.619,0.671,0.208,0.4606,0.5733333333333334
3,bi_tagalog_cebuano,tagalog_test,all,43.3962,0.559,0.434,0.244,0.1825,0.4083333333333334
3,bi_tagalog_cebuano,bikol_test,all,60.0,0.679,0.6,0.161,0.402,0.5793333333333334
3,bi_tagalog_cebuano,cebuano_test,all,68.5714,0.648,0.686,0.203,0.4836,0.601
3,bi_tagalog_cebuano,tagalog_test,xlmr,33.9623,0.369,0.34,0.265,0.0744,0.282
3,bi_tagalog_cebuano,bikol_test,xlmr,50.0,0.464,0.5,0.275,0.2091,0.381
3,bi_tagalog_cebuano,cebuano_test,xlmr,67.1429,0.637,0.671,0.204,0.466,0.6136666666666667
3,bi_tagalog_cebuano,tagalog_test,all_xlmr,35.8491,0.397,0.358,0.26,0.0931,0.31333333333333335
3,bi_tagalog_cebuano,bikol_test,all_xlmr,53.3333,0.511,0.533,0.25,0.2644,0.4033333333333333
3,bi_tagalog_cebuano,cebuano_test,all_xlmr,67.1429,0.642,0.671,0.188,0.4711,0.611
3,all_languages,tagalog_test,trad,41.5094,0.431,0.415,0.332,0.0852,0.375
3,all_languages,bikol_test,trad,56.6667,0.675,0.567,0.218,0.3276,0.48133333333333334
3,all_languages,cebuano_test,trad,61.4286,0.611,0.614,0.227,0.3889,0.5973333333333333
3,all_languages,tagalog_test,trad_clgsngo,39.6226,0.414,0.396,0.343,0.0552,0.35800000000000004
3,all_languages,bikol_test,trad_clgsngo,60.0,0.692,0.6,0.21,0.3717,0.514
3,all_languages,cebuano_test,trad_clgsngo,61.4286,0.625,0.614,0.204,0.4027,0.6043333333333333
3,all_languages,tagalog_test,mbert,49.0566,0.537,0.491,0.282,0.2103,0.456
3,all_languages,bikol_test,mbert,66.6667,0.694,0.667,0.151,0.4924,0.6443333333333333
3,all_languages,cebuano_test,mbert,62.8571,0.697,0.629,0.173,0.4309,0.6223333333333333
3,all_languages,tagalog_test,all,49.0566,0.568,0.491,0.285,0.2063,0.4363333333333334
3,all_languages,bikol_test,all,60.0,0.703,0.6,0.15,0.4137,0.5926666666666667
3,all_languages,cebuano_test,all,62.8571,0.684,0.629,0.172,0.4291,0.6156666666666667
3,all_languages,tagalog_test,xlmr,52.8302,0.525,0.528,0.245,0.2861,0.527
3,all_languages,bikol_test,xlmr,60.0,0.639,0.6,0.183,0.3814,0.5286666666666666
3,all_languages,cebuano_test,xlmr,71.4286,0.735,0.714,0.129,0.5589,0.6923333333333334
3,all_languages,tagalog_test,all_xlmr,50.9434,0.513,0.509,0.263,0.2515,0.511
3,all_languages,bikol_test,all_xlmr,63.3333,0.599,0.633,0.181,0.419,0.5063333333333334
3,all_languages,cebuano_test,all_xlmr,70.0,0.727,0.7,0.134,0.5388,0.6816666666666666
4,mono_tagalog,tagalog_test,trad,41.5094,0.0,0.415,0.345,0.0702,0.3076666666666667
4,mono_tagalog,bikol_test,trad,36.6667,0.0,0.367,0.279,0.0732,0.25266666666666665
4,mono_tagalog,cebuano_test,trad,33.3333,0.0,0.333,0.247,0.0924,0.3036666666666667
4,mono_tagalog,tagalog_test,trad_clgsngo,39.6226,0.0,0.396,0.356,0.0396,0.2896666666666667
4,mono_tagalog,bikol_test,trad_clgsngo,36.6667,0.0,0.367,0.279,0.0732,0.25266666666666665
4,mono_tagalog,cebuano_test,trad_clgsngo,34.7826,0.645,0.348,0.237,0.1095,0.327
4,mono_tagalog,tagalog_test,mbert,41.5094,0.42,0.415,0.317,0.1051,0.4093333333333333
4,mono_tagalog,bikol_test,mbert,23.3333,0.0,0.233,0.209,0.0129,0.18433333333333332
4,mono_tagalog,cebuano_test,mbert,40.5797,0.4,0.406,0.318,0.0812,0.37400000000000005
4,mono_tagalog,tagalog_test,all,41.5094,0.429,0.415,0.321,0.1027,0.412
4,mono_tagalog,bikol_test,all,30.0,0.51,0.3,0.231,0.0455,0.313
4,mono_tagalog,cebuano_test,all,52.1739,0.469,0.522,0.281,0.2292,0.4423333333333333
4,mono_tagalog,tagalog_test,xlmr,50.9434,0.508,0.509,0.269,0.2424,0.48633333333333334
4,mono_tagalog,bikol_test,xlmr,36.6667,0.0,0.367,0.312,0.042,0.20366666666666666
4,mono_tagalog,cebuano_test,xlmr,24.6377,0.566,0.246,0.243,0.0022,0.17833333333333332
4,mono_tagalog,tagalog_test,all_xlmr,50.9434,0.509,0.509,0.268,0.2429,0.48633333333333334
4,mono_tagalog,bikol_test,all_xlmr,36.6667,0.0,0.367,0.301,0.05,0.20966666666666667
4,mono_tagalog,cebuano_test,all_xlmr,26.087,0.568,0.261,0.245,0.017,0.19333333333333336
4,mono_bikol,tagalog_test,trad,26.4151,0.0,0.264,0.339,-0.0749,0.21433333333333335
4,mono_bikol,bikol_test,trad,70.0,0.0,0.7,0.205,0.4981,0.5196666666666667
4,mono_bikol,cebuano_test,trad,60.8696,0.0,0.609,0.314,0.3198,0.4603333333333333
4,mono_bikol,tagalog_test,trad_clgsngo,26.4151,0.0,0.264,0.339,-0.0749,0.21433333333333335
4,mono_bikol,bikol_test,trad_clgsngo,73.3333,0.0,0.733,0.185,0.5522,0.5443333333333333
4,mono_bikol,cebuano_test,trad_clgsngo,60.8696,0.0,0.609,0.332,0.3069,0.4586666666666666
